ppn,maa2,jvu,titel,deeltitel,editie,impressum,epn,copy_counter,sgn,mms_id_item,item_policy,mms_id_holding,mms_id,kmc4821,kmc4850
053091078,Aa,1989,@Jubileum in nieuwe huisvesting / W.J.H. Verwers,,,[Amersfoort] : ROB,09967324X,1,5021700,23375127970007151,Reading room,22375127980007151,991023672779707151,,
053093151,Aa,1989,@Post-medieval pottery research in the Netherlands / Henk Stoepker,,,[Amersfoort] : ROB,099673398,1,5021701,23385248460007151,Reading room,22385248470007151,991023674369707151,,
053096436,Aa,1989,"De @Boshoverheide, een archeologisch monument / R.H.J. Klok",,,[Amersfoort] : ROB,09967372X,1,4018474,23356737880007151,Reading room,22356737890007151,991023677759707151,,
053097084,Aa,1989,@Archeologische kroniek van Zeeland over 1986 / R.M. van Heeringen,,,[Amersfoort] : ROB,099673797,1,4018473,23464366590007151,Reading room,22464366600007151,991023678589707151,,
053099311,Aa,1989,De @Nederlandse archeologie / W.A. van Es,,,[Amersfoort] : ROB,099674106,1,5021691,23369791230007151,Reading room,22369791240007151,991023681969707151,,
053099907,Aa,1989,@Roman medicine from Uitgeest / Janneke Buurman,,,[Amersfoort] : ROB,099674262,1,5021692,23410332220007151,Reading room,22410332230007151,991023683569707151,,
053393791,Aa,1989,@Ichthyo-archeologisch onderzoek: methoden en toepassing aan de hand van Romeins vismateriaal uit Velsen (Nederland) / Dick Constantijn Brinkhuizen,,,[S.l. : s.n.],099693461,1,4019359,23458368250007151,Reading room,22458368260007151,991023961369707151,,
053393791,Aa,1989,@Ichthyo-archeologisch onderzoek: methoden en toepassing aan de hand van Romeins vismateriaal uit Velsen (Nederland) / Dick Constantijn Brinkhuizen,,,[S.l. : s.n.],084689536,2,NL 35 A 1013,23458368230007151,Reading room,22458368240007151,991023961369707151,,
053393791,Aa,1989,@Ichthyo-archeologisch onderzoek: methoden en toepassing aan de hand van Romeins vismateriaal uit Velsen (Nederland) / Dick Constantijn Brinkhuizen,,,[S.l. : s.n.],240695003,3,NBM Mfe 248,23458368210007151,Blocked,22458368220007151,991023961369707151,,
054258014,Aa,1989,De @bodem vertelt... : boven- en ondergrondse vondsten in Albergen en omgeving / T. Hesselink-van der Riet ; [red. en samenst.: C.M. Hehenkamp ... et al. ; tek. van de auteur ... et al. ; krt. G. Maathuis ... et al.],,,Albergen : Stichting Heemkunde Albergen,09973544X,1,5024870,23370113460007151,Reading room,22370113470007151,991024618039707151,,
054283779,Aa,1989,"@Archeologie in Midden-Brabant / François van den Dries, Niek Gielen, Ronald Peeters",,,"Tilburg : Gemeentearchief Tilburg : Archeologische Werkgemeenschap voor Nederland, Afd. Midden-Brabant",099736993,1,2025724,23403854220007151,Reading room,22403854230007151,991024644449707151,,
054390273,Aa,1989,"@12000 jaar in 12 km : een archeologische wandeling in de gemeente Havelte / [samenst.: Archeoroute: Edward Houting, Bert Huiskes]",,,[Groningen] : Archeoroute,099740443,1,2025709,23370209920007151,Reading room,22370209930007151,991024712479707151,,
054723604,Aa,1989,@Middeleeuws Leeuwarden : de opgraving Gouverneursplein-St. Jacobsstraat 1979 / G.J. de Langen,,,Leeuwarden : Commissie Archeologisch Stadskernonderzoek Leeuwarden,16383248X,1,5091248,23378775750007151,Reading room,22378775760007151,991024871469707151,,
054820995,Aa,1989,"@VOC-schip Amsterdam : gebleeven, op de kust van Sussex tusschen Hastings en Beachyhead gestrand / Hans H. van Rooij, Jerzy Gawronski",,,Haarlem : Becht,099757397,1,4020501,23428627390007151,Reading room,22428627400007151,991024941539707151,,
054820995,Aa,1989,"@VOC-schip Amsterdam : gebleeven, op de kust van Sussex tusschen Hastings en Beachyhead gestrand / Hans H. van Rooij, Jerzy Gawronski",,,Haarlem : Becht,116582669,2,4031649,23428627370007151,Reading room,22428627380007151,991024941539707151,2#2e dr,1991
054861527,Aa,1989,@Archeologische kroniek van Overijssel over 1987 / A.D. Verlinde,,,[Amersfoort] : ROB,099759721,1,4020620,23456915720007151,Reading room,22456915730007151,991024967459707151,,
054861888,Aa,1989,@Dorestad en Wijk bij Duurstede / W.J.H. Verwers en W.A. van Es,,,[Amersfoort] : ROB,099759802,1,2026214,23353344870007151,Reading room,22353344890007151,991024967919707151,,
054862582,Aa,1989,"Een @12e-eeuwse watermolen uit Escharen, Gemeente Grave / J.G.M. Scheirs en W.J.H. Verwers",,,[Amersfoort] : ROB,099759926,1,4020619,23386147870007151,Reading room,22386147880007151,991024968999707151,,
054864844,Aa,1989,@Social differentiation from animal bone studies / G.F. IJzereef,,,[Amersfoort] : ROB,099760274,1,5023929,23429990230007151,Reading room,22429990270007151,991024972699707151,,
054865824,Aa,1989,@Limburg in de Middeleeuwen / H. Stoepker,,,[Amersfoort] : ROB,099760347,1,5023928,23396545890007151,Reading room,22396545900007151,991024974309707151,,
054906660,Aa,1989,Een @vindplaats uit de IJzertijd te Maastricht-Randwyck / W. Dijkman,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,086573713,1,S 4514 8,23402121260007151,Reading room,22402121270007151,991025009749707151,,
054906660,Aa,1989,Een @vindplaats uit de IJzertijd te Maastricht-Randwyck / W. Dijkman,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,099763389,2,5023925,23402121240007151,Reading room,22402121250007151,991025009749707151,,
054977258,Aa,1989,@Archeologische kroniek van Gelderland 1987 / R.S. Hulst,,,[Amersfoort] : ROB,099765411,1,4020615,23451824800007151,Reading room,22451824810007151,991025043789707151,,
054977614,Aa,1989,@Verslag van het noodonderzoek op de vroeg-middeleeuwse burcht van Burgh in 1987 / R.M. van Heeringen,,,[Amersfoort] : ROB,099765454,1,4020617,23451785190007151,Reading room,22451785200007151,991025044279707151,,
054977916,Aa,1989,"@Natte voeten, droge voeten : bewoningsmogelijkheden in midden- en late IJzertijd in Holland en Zeeland / R.M. van Heeringen",,,[Amersfoort] : ROB,099765527,1,4020614,23369853220007151,Reading room,22369853230007151,991025044699707151,,
054978084,Aa,1989,De @Petruskerk van Hilvarenbeek in archeologisch perspektief / H. Stoepker,,,[Amersfoort] : ROB,099765551,1,4020616,23358620460007151,Reading room,22358620470007151,991025044929707151,,
054978459,Aa,1989,De @St. Gertrudiskerk te Geertruidenberg in het licht der opgravingen / H. Halbertsma,,,[Amersfoort] : ROB,099765608,1,4020613,23444678260007151,Reading room,22444678270007151,991025045349707151,,
055178510,Aa,1989,@Archeologisch onderzoek Martinikerkhof Groningen / Stichting Archeologisch Onderzoek Martinikerkhof,,,Groningen : Stichting Archeologisch Onderzoek Martinikerkhof,099772124,1,5023847,23463034820007151,Reading room,22463034830007151,991025144319707151,,
055451780,Aa,1989,"@Medemblik and Monnickendam : aspects of medieval urbanization in northern Holland / ed. by H.A. Heidinga, H.H. van Regteren Altena",,,"Amsterdam : Universiteit van Amsterdam, Albert Egges van Giffen Instituut voor Prae- en Protohistorie",432498206,1,NL 43 E 4650,23401757290007151,Reading room,22401757300007151,991025368199707151,,
055451780,Aa,1989,"@Medemblik and Monnickendam : aspects of medieval urbanization in northern Holland / ed. by H.A. Heidinga, H.H. van Regteren Altena",,,"Amsterdam : Universiteit van Amsterdam, Albert Egges van Giffen Instituut voor Prae- en Protohistorie",099792095,2,5026610,23401757310007151,Reading room,22401757320007151,991025368199707151,,
055707513,Aa,1988,"@Waterland, een middeleeuws cultuurlandschap / Jurjen M. Bos",,,Zutphen : Terra,099797879,1,2026785,23423191610007151,Reading room,22423191620007151,991025445619707151,,
055788602,Aa,1989,"@Centraal Plateau & Beek : een archeologische kartering, inventarisatie en waardering / Karen van der Graaf",,,Amsterdam : Stichting R.A.A.P.,099802732,1,5087460,23416658680007151,Reading room,22416658690007151,991025493929707151,,
05579114X,Aa,1989,"@Niet-zichtbare, archeologisch[e] elementen in de provincie Friesland : een revisie van de huidige overzichtskaart / [rapportage] S.W. Jager ; [red. F.A. Perk]",,,Amsterdam : Stichting R.A.A.P.,099802961,1,5084353,23415271940007151,Reading room,22415271950007151,991025497069707151,,
055792030,Aa,1990,"@Oude Leede, een archeologische kartering en inventarisatie / H.C.J. Visscher",,,Amsterdam : Stichting R.A.A.P.,099803100,1,5030579,23416450190007151,Reading room,22416450220007151,991025498259707151,,
055854710,Aa,1989,@Archeo-logica : de archeologie van het noorden van Noord-Holland in historisch en landschappelijk perspektief / Frans Diederik,,,Schoorl : Pirola,088228169,1,NL 36 A 5000,23400931710007151,Reading room,22400931750007151,991025508999707151,,
055854710,Aa,1989,@Archeo-logica : de archeologie van het noorden van Noord-Holland in historisch en landschappelijk perspektief / Frans Diederik,,,Schoorl : Pirola,099803933,2,4021565,23400931690007151,Reading room,22400931700007151,991025508999707151,,
055867308,Aa,1989,"Het @Romeinse Castellum te Utrecht : de opgravingen in 1936, 1938, 1943-44 en 1949 uitgevoerd onder leiding van A.E. van Giffen met medewerking van H. Brunsting, aangevuld met latere waarnemingen / samengest. door L.R.P. Ozinga ... [et al.] ; met bijdragen van J.H.F. Bloemers ... [et al.]",,,Utrecht : Broese Kemink,099804786,1,4024926 [ -4024927 ],23453181420007151,Reading room,22453181430007151,991025520139707151,,
055867308,Aa,1989,"Het @Romeinse Castellum te Utrecht : de opgravingen in 1936, 1938, 1943-44 en 1949 uitgevoerd onder leiding van A.E. van Giffen met medewerking van H. Brunsting, aangevuld met latere waarnemingen / samengest. door L.R.P. Ozinga ... [et al.] ; met bijdragen van J.H.F. Bloemers ... [et al.]",,,Utrecht : Broese Kemink,130082007,2,NL 35 A 1011,23453181400007151,Reading room,22453181410007151,991025520139707151,,
055878350,Aa,1989,"@Compagnies oefenterrein Ermelose Heide : een archeologische kartering, inventarisatie en waardering / J. Deeben",,,Amsterdam : Stichting R.A.A.P.,099805901,1,5084330,23388724170007151,Reading room,22388724180007151,991025535539707151,,
05603881X,Af,1989,#90#!051654776!@Kroniek van Voorburg : twintig eeuwen werken en wonen langs de Vliet / M.J. Harms,*9*@Archeologie en historie : sporen in de tijd / [auteurs: T.M. Buijtendorp ... et al. ; foto's: J.K.A. Hagers ... et al. ; ill.: T.M. Buijtendorp ... et al.],,Voorburg : Stichting 2000 Jaar Voorburg,09981708X,1,4021541,23387258370007151,Reading room,22387258380007151,991025672449707151,,
056057830,Aa,1989,De @collectie Mensonides : archeologische vondsten in en rond de terp van Warffum / [tekst A. Runhardt],,,"Warffum : Openluchtmuseum ""Het Hoogeland""",099818787,1,2027448,23354952880007151,Reading room,22354952890007151,991025692939707151,,
056153937,Aa,1990,@Verborgen steden : stadsarcheologie in Nederland / red. H. Sarfatij,,,Amsterdam : Meulenhoff,104639814,1,NL 31 N 1005,23451875450007151,Reading room,22451875480007151,991025721839707151,,
056153937,Aa,1990,@Verborgen steden : stadsarcheologie in Nederland / red. H. Sarfatij,,,Amsterdam : Meulenhoff,109138562,2,4027431,23451875390007151,Reading room,22451875400007151,991025721839707151,,
056387113,Aa,1990,@Werken met steen / [tekst en samenstelling] Jaap Beuker ; [eindred. W.A.B. van der Sanden],,,Assen : Drents Museum,339139897,1,MEB 342,23366631610007151,Reading room,22366631640007151,991025839859707151,,
056387113,Aa,1990,@Werken met steen / [tekst en samenstelling] Jaap Beuker ; [eindred. W.A.B. van der Sanden],,,Assen : Drents Museum,099829835,2,5037739,23366631580007151,Reading room,22366631590007151,991025839859707151,,
056401426,Aa,1989,@Zwols archeologisch dagboek : bodemvondsten en andere ontdekte gegevens die een nieuw licht werpen op o.a. de Zwolse geschiedenis / door: Egbert Dikken ; [ill. van de auteur],,,[Zwolle] : Dikken,099831031,1,2120979,23461953130007151,Reading room,22461953140007151,991025856189707151,,
056401426,Aa,1989,@Zwols archeologisch dagboek : bodemvondsten en andere ontdekte gegevens die een nieuw licht werpen op o.a. de Zwolse geschiedenis / door: Egbert Dikken ; [ill. van de auteur],,,[Zwolle] : Dikken,23190150X,2,2120955,23461953110007151,Reading room,22461953120007151,991025856189707151,2#2e dr,1990
05640493X,Aa,1989,"@East Indiaman Amsterdam : long 150 feet, not returned, beached on the coast of Sussex between Hastings and Beachyhead / Hans H. van Rooij, Jerzy Gawronski ; [transl. from the Dutch]",,,Haarlem : Becht,099831236,1,4045218,23359676790007151,Reading room,22359676800007151,991025859809707151,,
056618646,Aa,1989,@Terracottabeeldjes van de Scheveningseweg : Romeinse vondsten uit 's-Gravenhage II / door G.M.E.C. van Boekel ; onder redactie van J.R. Magendans,,,"'s-Gravenhage : Gemeente 's-Gravenhage, Afdeling Verkeer en Vervoer, Openbare Werken en Monumentenzorg",099834499,1,5026023,23382259850007151,Reading room,22382259860007151,991025904769707151,,
056894996,Aa,1989,@Schatkamer van Gelderse oudheden / [P.J.R. Modderman ... et al. ; foto's P.J. Bomhof ... et al.],,,Nijmegen : Provinciaal Museum G.M. Kam,164727280,1,MBY 291,23408922370007151,Reading room,22408922380007151,991026122999707151,,
056894996,Aa,1989,@Schatkamer van Gelderse oudheden / [P.J.R. Modderman ... et al. ; foto's P.J. Bomhof ... et al.],,,Nijmegen : Provinciaal Museum G.M. Kam,099851547,2,4025103,23408922410007151,Reading room,22408922420007151,991026122999707151,,
056894996,Aa,1989,@Schatkamer van Gelderse oudheden / [P.J.R. Modderman ... et al. ; foto's P.J. Bomhof ... et al.],,,Nijmegen : Provinciaal Museum G.M. Kam,33964995X,3,MEB 340,23408922390007151,Reading room,22408922400007151,991026122999707151,,
056895585,Aa,1989,@Geïllustreerde wereldgeschiedenis van de archeologie / [onder leiding van] Leone Fasani ; [vert. uit het Italiaans en bew.: Cornelius W.A.J.A. Walraven],,,Helmond : Helmond,099851598,1,5060021,23466655130007151,Reading room,22466655140007151,991026123809707151,,
057065888,Aa,1990,@Archeometrie in Nederland : wat voorbeelden / H. Kars (red.),,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,107955415,1,S 4514 9,23464935180007151,Reading room,22464935190007151,991026311449707151,,
057065888,Aa,1990,@Archeometrie in Nederland : wat voorbeelden / H. Kars (red.),,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,09986648X,2,5029087,23464935160007151,Reading room,22464935170007151,991026311449707151,,
057414211,Aa,1960,"@Legkaart van de oudheid / Ronald Jessup ; illustraties Norman Battershill, Kenneth Symonds ; [Nederlandse bewerking uit het Engels H.J. Looman",,,Amsterdam ; Brussel : Elsevier,577482971,1,KW XKZ 2000,23432010560007151,Reading room,22432010570007151,991026485689707151,,
057414211,Aa,1960,"@Legkaart van de oudheid / Ronald Jessup ; illustraties Norman Battershill, Kenneth Symonds ; [Nederlandse bewerking uit het Engels H.J. Looman",,,Amsterdam ; Brussel : Elsevier,102132082X,2,KW BJ Z6569,23432010520007151,Reading room,22432010550007151,991026485689707151,,
05744188X,Aa,1989,Das @Akademische Kunstmuseum der Universität Bonn unter der Direktion von Reinhard Kekulé / von Wilfred Geominy,,,Amsterdam : Grüner,099881004,1,4023485,23439793860007151,Reading room,22439793870007151,991026522459707151,,
057480850,Aa,1989,"@In de grond gevonden : de archeologische verzameling van het Bonnefantenmuseum / Marjorie de Grooth, Ton Quik",,,[Maastricht] : Bonnefantenmuseum,339079320,1,MEB 323,23441751720007151,Reading room,22441751730007151,991026560089707151,,
057480850,Aa,1989,"@In de grond gevonden : de archeologische verzameling van het Bonnefantenmuseum / Marjorie de Grooth, Ton Quik",,,[Maastricht] : Bonnefantenmuseum,099883813,2,2143018,23441751740007151,Reading room,22441751750007151,991026560089707151,,
057725284,Aa,1989,A @tropical surprise in a Dutch early medieval well / L.I. Kooistra and W.A.M. Hessing,,,[Amersfoort] : ROB,099888378,1,2030009,23356078520007151,Reading room,22356078530007151,991026654099707151,,
057725934,Aa,1989,@Ziel und Aufgaben der archäologischen Stadtforschung in den Niederlanden / Herbert Sarfatij,,,[Amersfoort] : ROB,099888394,1,5027041,23432413840007151,Reading room,22432413850007151,991026654489707151,,
057726922,Aa,1989,@Genetische Siedlungsforschung in den Niederlanden mit besonderer Berücksichtigung der ländlichen Siedlungsarchäologie im ersten Jahrtausend n. Chr. / W.A. van Es,,,[Amersfoort] : ROB,099888440,1,2030008,23407989800007151,Reading room,22407989810007151,991026655189707151,,
057783748,Ab,1989-2013,@Archeologie / uitg.: Stichting Archeologie,,,Duizel : Stichting Archeologie,103653945,1,TE 8964,23461892360007151,Reading room,22461892370007151,991026684439707151,,
057783748,Ab,1989-2013,@Archeologie / uitg.: Stichting Archeologie,,,Duizel : Stichting Archeologie,103653945,1,TE 8964,23461892350007151,Reading room,22461892370007151,991026684439707151,,
057783748,Ab,1989-2013,@Archeologie / uitg.: Stichting Archeologie,,,Duizel : Stichting Archeologie,088972569,2,T 9798,23461892380007151,Reading room,22461892400007151,991026684439707151,,
057920036,Aa,1989,@Archeologische kroniek van Holland over 1987 / Rijksdienst voor het Oudheidkundig Bodemonderzoek,,,[Amersfoort] : ROB,099894386,1,4023934,23357972180007151,Reading room,22357972190007151,991026758319707151,,
057947732,Aa,1989,@Stadtkernforschung in den Niederlanden : eine Bilanz / Herbert Sarfatij,,,[Amersfoort] : ROB,099896389,1,4023933,23403696230007151,Reading room,22403696260007151,991026786569707151,,
057948879,Aa,1989,An @officer or a gentleman? : a Late-Roman weapon-grave from a villa at Voerendaal (NL) / W.J.H. Willems,,,[Amersfoort] : ROB,099896508,1,5027131,23444131140007151,Reading room,22444131150007151,991026787639707151,,
057961824,Aa,1989,"@Amersfoortse opstellen : historie, archeologie, monumentenzorg / onder red. van J.A. Brongers, B.G.J. Elias, R.M. Kemperink",,,Amersfoort : Bekking,105637165,1,MBE 611,23412511550007151,Reading room,22412511560007151,991026799579707151,,
057961824,Aa,1989,"@Amersfoortse opstellen : historie, archeologie, monumentenzorg / onder red. van J.A. Brongers, B.G.J. Elias, R.M. Kemperink",,,Amersfoort : Bekking,099897172,2,4024026,23412511570007151,Reading room,22412511580007151,991026799579707151,,
057963355,Aa,1990,"@Groningen 1040 : archeologie en oudste geschiedenis van de stad Groningen / red.: J.W. Boersma, J.F.J. van den Broek, G.J.D. Offerman ; met bijdragen van: F.J. Bakker ... [et al. ; tekstred.: J.M.A.M. Hermus ; fotogr. Peter Broekhuizen ... et al. ; tek. R. Koning ... et al.]",,,Bedum : Profiel,099897237,1,5031055,23411097740007151,Reading room,22411097750007151,991026801189707151,,
057963355,Aa,1990,"@Groningen 1040 : archeologie en oudste geschiedenis van de stad Groningen / red.: J.W. Boersma, J.F.J. van den Broek, G.J.D. Offerman ; met bijdragen van: F.J. Bakker ... [et al. ; tekstred.: J.M.A.M. Hermus ; fotogr. Peter Broekhuizen ... et al. ; tek. R. Koning ... et al.]",,,Bedum : Profiel,112458858,2,NL 43 E 4600,23411097760007151,Reading room,22411097770007151,991026801189707151,,
058088520,Aa,1990,Het @grafveld van Nijmegen-Hatert : een begraafplaats uit de eerste drie eeuwen na Chr. op het platteland bij Noviomagus Batavorum / door J.K. Haalebos ; met bijdragen van A.H.C. Ruys en J.R.A.M. Thijssen,,,Nijmegen : Provinciaal Museum G.M. Kam,099903318,1,5050199,23399370770007151,Reading room,22399370780007151,991026896709707151,,
058171924,Aa,1989,@Sesam reisboek archeologie : atlas van archeologische opgravingen en vondsten / Erhard Gorys ; [vert. uit het Duits Eva Thielen ; ill.: Christel Gorys],,,Baarn : Bosch & Keuning,101698437,1,LZ BLD.K 40. GOR,23368907300007151,Reading room,22368907310007151,991026947139707151,,
058171924,Aa,1989,@Sesam reisboek archeologie : atlas van archeologische opgravingen en vondsten / Erhard Gorys ; [vert. uit het Duits Eva Thielen ; ill.: Christel Gorys],,,Baarn : Bosch & Keuning,099905965,2,2030225,23368907320007151,Reading room,22368907340007151,991026947139707151,,
058738584,Aa,1990,@Archeologie in Nederland / Gösta Hanson,,,Lelystad : Stichting IVIO,101484844,1,1007820,23413763000007151,Reading room,22413763010007151,991027222789707151,,
059115416,Aa,1990,@Romeins Nijmegen : vier eeuwen stad en centrum aan de Waal / W.J.H. Willems,,,Utrecht : Matrijs,099931524,1,4026283,23387287310007151,Reading room,22387287340007151,991027519759707151,,
059115416,Aa,1990,@Romeins Nijmegen : vier eeuwen stad en centrum aan de Waal / W.J.H. Willems,,,Utrecht : Matrijs,447938762,2,NL 36 C 2002,23387287280007151,Reading room,22387287300007151,991027519759707151,,
059126086,Aa,1990,De @Horden near Wijk bij Duurstede : plant remains from a native settlement at the Roman frontier : a numerical approach / A.G. Lange,,,Amersfoort : [Rijksdienst voor het Oudheidkundig Bodemonderzoek],09993180X,1,4038413,23392949270007151,Reading room,22392949340007151,991027526419707151,,
059588853,Aa,1989,@Temse en de Schelde : van IJstijd tot Romeinen / onder red. van Hugo Thoen ; en met de medew. van Jean Bourgeois ... [et al.],,,Brussel : Gemeentekrediet,099936429,1,5028091,23427365350007151,Reading room,22427365380007151,991027709529707151,,
059999322,Aa,1975,The @wreck of the Amsterdam / Peter Marsden,,,New York : Stein and Day,127094245X,1,14068079,23403821380007151,Reading room,22403821390007151,991027881469707151,,
061468460,Aa,1990,"@Archeologie onder water : het verleden van een varend volk / Th.J. Maarleveld, E.J. van Ginkel ; [tek. Walt de Rijk]",,,Amsterdam : Meulenhoff,101331967,1,4026069,23371137090007151,Reading room,22371137110007151,991028437399707151,,
061499196,Aa,1990,The @wear and tear of flint : principles of functional analysis applied to Dutch Neolithic assemblages / Anne Louise van Gijn ; [ed.: A.L. van Gijn ... et al. ; photogr.: J. Pauptit ... et al.],,,[S.l. : s.n.],104411546,1,4026771,23415736820007151,Reading room,22415736830007151,991028468329707151,,
061499196,Aa,1990,The @wear and tear of flint : principles of functional analysis applied to Dutch Neolithic assemblages / Anne Louise van Gijn ; [ed.: A.L. van Gijn ... et al. ; photogr.: J. Pauptit ... et al.],,,[S.l. : s.n.],109474988,2,MBF 083,23415736800007151,Reading room,22415736810007151,991028468329707151,,
061695238,Aa,1989,Het @verleden in de toekomst : het gemeentelijk archeologisch beleid 1990-1995 / [tekst J.R. Magendans ; tek. J.T. de Jong],,,"['s-Gravenhage] : Gemeente 's-Gravenhage, Afdeling Verkeer en Vervoer, Openbare Werken en Monumentenzorg",107947145,1,5104122,23374441090007151,Reading room,22374441100007151,991028581839707151,,
062279408,Aa,1989,@Boor- en weerstandsonderzoek castellum Meinerswijk / [rapportage] Piet van der Gaauw ; [red. F.A. Perk],,,Amsterdam : Stichting R.A.A.P.,107942313,1,5084358,23375197530007151,Reading room,22375197540007151,991028772239707151,,
063013231,Aa,1990,@Oermensen in Nederland : de archeologie van de oude steentijd / W. Roebroeks ; [tek. Armand Haye ... et al. ; foto's A. Adang ... et al.],,,Amsterdam : Meulenhoff,112941656,1,4029453,23415900250007151,Reading room,22415900260007151,991029158539707151,,
063013231,Aa,1990,@Oermensen in Nederland : de archeologie van de oude steentijd / W. Roebroeks ; [tek. Armand Haye ... et al. ; foto's A. Adang ... et al.],,,Amsterdam : Meulenhoff,117188220,2,NL 34 A 2000,23415900270007151,Reading room,22415900280007151,991029158539707151,,
064105377,Aa,1990,De @mond van de Oude Rijn komt in beweging : IJzertijdvondsten uit het Katwijkse duingebied / R.M. van Heeringen en L. van der Valk,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,109811895,1,4028063,23384536510007151,Reading room,22384536520007151,991029649039707151,,
064105474,Aa,1990,@Verborgen schoeisel / Olaf Goubitz,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,109812808,1,4028062,23372868300007151,Reading room,22372868310007151,991029649279707151,,
064105717,Aa,1990,@Archeologische kroniek van Holland over 1988,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,10981536X,1,4028060,23361083090007151,Reading room,22361083100007151,991029649459707151,,
064105865,Aa,1990,@Dalfsen in de prehistorie / A. Goutbeek en A.D. Verlinde,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,109816013,1,4028059,23372796720007151,Reading room,22372796730007151,991029649519707151,,
064389553,Aa,1989,'@Close reading' en de ethnografische analogie : enkele markante episoden in de geschiedenis van het onderzoek van stenen werktuigen / O.H. Harsema,,,Roden : [Harsema],127963295X,1,14074094,23363001630007151,Reading room,22363001640007151,991029762029707151,,
06450204X,Aa,1990,@Sekundäre Graffiti auf römischen Amphoren / von Jaap van der Werff,,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,109816757,1,5030651,23389736660007151,Reading room,22389736670007151,991029817089707151,,
064502171,Aa,1990,@Palaeobotanical analysis of Monnickendam and the salination of the Zuiderzee / J.W.H. Hogestijn,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,109816919,1,5030652,23389752010007151,Reading room,22389752020007151,991029817469707151,,
064502333,Aa,1990,Het @kasteel van Zaamslag (II) : archeologisch onderzoek op het voorterrein van de 'Torenberg' / R.M. van Heeringen,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,109817222,1,5030650,23388105820007151,Reading room,22388105830007151,991029817819707151,,
064502511,Aa,1990,@Archeologie en historie van een ontginningshoeve : de Kriekeschoor bij Bladel / R.M. van Dierendonck,,,[Amersfoort] : Rijksdienst voor het Oudheidkundig Bodemonderzoek,109817915,1,5030649,23412117410007151,Reading room,22412117420007151,991029818219707151,,
064509095,Aa,1990,"@Medieval archaeology in the Netherlands : studies presented to H.H. van Regteren Altena / ed. by J.C. Besteman, J.M. Bos, H.A. Heidinga",,,Assen [etc.] : Van Gorcum,105838195,1,5033127,23379045300007151,Reading room,22379045310007151,991029825439707151,,
064509095,Aa,1990,"@Medieval archaeology in the Netherlands : studies presented to H.H. van Regteren Altena / ed. by J.C. Besteman, J.M. Bos, H.A. Heidinga",,,Assen [etc.] : Van Gorcum,112290159,2,NL 43 E 4010,23379045280007151,Reading room,22379045290007151,991029825439707151,,
064975258,Aa,1990,@Archeologische kroniek van Gelderland 1988 / R.S. Hulst,,,[Amersfoort] : ROB,109815149,1,4028061,23387347450007151,Reading room,22387347460007151,991029898909707151,,
065135296,Aa,1990,@Verre geheimen : mysteries uit de oudheid ontrafeld / Ronald Schiller ; [vert. uit het Engels door Chris Mouwen],,,Baarn : Bigot & Van Rossum,107487160,1,2039582,23449551150007151,Reading room,22449551180007151,991029953849707151,,
065510526,Aa,1990,"@Dredgers and archaeology : shipfinds from the Slufter / J. Adams, A.F.L. van Holk, Th.J. Maarleveld",,,"Alphen aan den Rijn : Afdeling Archeologie Onder Water, Ministerie van Welzijn, Volksgezondheid en Cultuur",111111668,1,5031564,23416336450007151,Reading room,22416336460007151,991030095269707151,,
06557270X,Aa,1990,"@Weert-Boshoverheide : ""een voorhistorische doodenakker"" / J.H.F. Bloemers",,,Amersfoort : Rijksdienst voor het Oudheidkundig Bodemonderzoek,120748657,1,2043707,23432866780007151,Reading room,22432866790007151,991030131339707151,,
065606140,Aa,1990,An @inquiry into the ethnic resolution of Mesolithic regional groups : the study of their decorative ornaments in time and space / by R.R. Newell ... [et al.],,,Leiden [etc.] : Brill,113082827,1,4029504,23408972230007151,Reading room,22408972240007151,991030149299707151,,
066120748,Aa,1990,@Tot in de bodem uitgezocht,,,[S.l. : s.n.],112399614,1,2104889,23358381910007151,Reading room,22358381920007151,991030509229707151,,
066156408,Aa,1990,"@Steentijd te Vlaardingen, Leidschendam en Voorschoten : de vondstverspreiding in laat-neolithische nederzettingen in het Hollandse kustgebied / Bernhard Leopold van Beek",,,[S.l. : s.n.],114238324,1,MBG 177,23402124820007151,Reading room,22402124830007151,991030546499707151,,
066156408,Aa,1990,"@Steentijd te Vlaardingen, Leidschendam en Voorschoten : de vondstverspreiding in laat-neolithische nederzettingen in het Hollandse kustgebied / Bernhard Leopold van Beek",,,[S.l. : s.n.],109893751,2,5031967,23402124800007151,Reading room,22402124810007151,991030546499707151,,
